time,total
Tue Dec 20 20:12:08 EST 2016,0m7.373s
Tue Dec 20 20:27:09 EST 2016,0m7.552s
Tue Dec 20 20:34:09 EST 2016,0m7.490s
Tue Dec 20 20:46:08 EST 2016,0m7.377s
Tue Dec 20 20:58:09 EST 2016,0m7.659s
Tue Dec 20 21:04:08 EST 2016,0m7.605s
Tue Dec 20 21:12:09 EST 2016,0m8.000s
Tue Dec 20 21:27:09 EST 2016,0m7.778s
Tue Dec 20 21:34:09 EST 2016,0m7.471s
Tue Dec 20 21:46:08 EST 2016,0m7.522s
Tue Dec 20 21:58:09 EST 2016,0m7.491s
Tue Dec 20 22:04:08 EST 2016,0m7.420s
Tue Dec 20 22:12:09 EST 2016,0m7.438s
Tue Dec 20 22:27:08 EST 2016,0m7.571s
Tue Dec 20 22:34:09 EST 2016,0m7.529s
Tue Dec 20 22:46:09 EST 2016,0m7.478s
Tue Dec 20 22:58:08 EST 2016,0m7.812s
Tue Dec 20 23:04:09 EST 2016,0m7.495s
Tue Dec 20 23:12:09 EST 2016,0m7.729s
Tue Dec 20 23:27:08 EST 2016,0m7.619s
Tue Dec 20 23:34:09 EST 2016,0m7.619s
Tue Dec 20 23:46:09 EST 2016,0m7.729s
Tue Dec 20 23:58:08 EST 2016,0m7.352s
Wed Dec 21 00:04:08 EST 2016,0m7.260s
Wed Dec 21 00:12:08 EST 2016,0m7.345s
Wed Dec 21 00:27:08 EST 2016,0m7.365s
Wed Dec 21 00:34:09 EST 2016,0m7.318s
Wed Dec 21 00:46:08 EST 2016,0m7.302s
Wed Dec 21 00:58:08 EST 2016,0m7.269s
Wed Dec 21 01:04:09 EST 2016,0m7.201s
Wed Dec 21 01:12:08 EST 2016,0m7.418s
Wed Dec 21 01:27:11 EST 2016,0m9.771s
Wed Dec 21 01:34:08 EST 2016,0m7.238s
Wed Dec 21 01:46:09 EST 2016,0m7.318s
Wed Dec 21 01:58:08 EST 2016,0m7.225s
Wed Dec 21 02:04:08 EST 2016,0m7.397s
Wed Dec 21 02:12:09 EST 2016,0m7.286s
Wed Dec 21 02:27:08 EST 2016,0m7.199s
Wed Dec 21 02:34:08 EST 2016,0m7.306s
Wed Dec 21 02:46:09 EST 2016,0m7.274s
Wed Dec 21 02:58:08 EST 2016,0m7.388s
Wed Dec 21 03:04:08 EST 2016,0m7.309s
Wed Dec 21 03:12:09 EST 2016,0m7.298s
Wed Dec 21 03:27:08 EST 2016,0m7.240s
Wed Dec 21 03:34:08 EST 2016,0m7.432s
Wed Dec 21 03:46:09 EST 2016,0m7.340s
Wed Dec 21 03:58:08 EST 2016,0m7.399s
Wed Dec 21 04:04:09 EST 2016,0m7.387s
Wed Dec 21 04:12:08 EST 2016,0m7.526s
Wed Dec 21 04:27:08 EST 2016,0m6.993s
Wed Dec 21 04:34:09 EST 2016,0m7.336s
Wed Dec 21 04:46:08 EST 2016,0m7.103s
Wed Dec 21 04:58:08 EST 2016,0m7.339s
Wed Dec 21 05:04:08 EST 2016,0m7.185s
Wed Dec 21 05:12:08 EST 2016,0m7.335s
Wed Dec 21 05:27:08 EST 2016,0m7.135s
Wed Dec 21 05:34:08 EST 2016,0m7.322s
Wed Dec 21 05:46:08 EST 2016,0m7.191s
Wed Dec 21 05:58:08 EST 2016,0m7.158s
Wed Dec 21 06:04:08 EST 2016,0m7.207s
Wed Dec 21 06:12:08 EST 2016,0m7.100s
Wed Dec 21 06:27:09 EST 2016,0m7.106s
Wed Dec 21 06:34:08 EST 2016,0m7.171s
Wed Dec 21 06:46:08 EST 2016,0m7.131s
Wed Dec 21 06:58:08 EST 2016,0m7.121s
Wed Dec 21 07:04:08 EST 2016,0m7.273s
Wed Dec 21 07:12:08 EST 2016,0m7.319s
Wed Dec 21 07:27:08 EST 2016,0m7.321s
Wed Dec 21 07:34:09 EST 2016,0m7.216s
Wed Dec 21 07:46:08 EST 2016,0m7.252s
Wed Dec 21 07:58:08 EST 2016,0m7.173s
Wed Dec 21 08:04:08 EST 2016,0m7.165s
Wed Dec 21 08:12:09 EST 2016,0m7.306s
Wed Dec 21 08:27:08 EST 2016,0m7.407s
Wed Dec 21 08:34:08 EST 2016,0m7.260s
Wed Dec 21 08:46:09 EST 2016,0m7.216s
Wed Dec 21 08:58:08 EST 2016,0m7.242s
Wed Dec 21 09:04:08 EST 2016,0m7.469s
Wed Dec 21 09:12:08 EST 2016,0m7.229s
Wed Dec 21 09:27:15 EST 2016,0m14.508s
Wed Dec 21 09:34:09 EST 2016,0m7.422s
Wed Dec 21 09:46:08 EST 2016,0m7.326s
Wed Dec 21 09:58:08 EST 2016,0m7.195s
Wed Dec 21 10:04:09 EST 2016,0m7.304s
Wed Dec 21 10:12:08 EST 2016,0m7.242s
Wed Dec 21 10:27:08 EST 2016,0m7.339s
Wed Dec 21 10:34:09 EST 2016,0m7.324s
Wed Dec 21 10:46:08 EST 2016,0m7.261s
Wed Dec 21 10:58:08 EST 2016,0m7.234s
Wed Dec 21 11:04:09 EST 2016,0m7.592s
Wed Dec 21 11:12:09 EST 2016,0m7.447s
Wed Dec 21 11:27:08 EST 2016,0m7.393s
Wed Dec 21 11:34:08 EST 2016,0m7.242s
Wed Dec 21 11:46:09 EST 2016,0m7.545s
Wed Dec 21 11:58:08 EST 2016,0m7.100s
Wed Dec 21 12:04:08 EST 2016,0m7.226s
Wed Dec 21 12:12:09 EST 2016,0m7.228s
Wed Dec 21 12:27:08 EST 2016,0m7.202s
Wed Dec 21 12:34:08 EST 2016,0m7.352s
Wed Dec 21 12:46:09 EST 2016,0m7.422s
Wed Dec 21 12:58:08 EST 2016,0m7.442s
Wed Dec 21 13:04:09 EST 2016,0m7.356s
Wed Dec 21 13:12:08 EST 2016,0m7.412s
Wed Dec 21 13:27:09 EST 2016,0m7.456s
Wed Dec 21 13:34:08 EST 2016,0m7.355s
Wed Dec 21 13:46:08 EST 2016,0m7.243s
Wed Dec 21 13:58:09 EST 2016,0m7.479s
Wed Dec 21 14:04:08 EST 2016,0m7.353s
Wed Dec 21 14:12:09 EST 2016,0m7.286s
Wed Dec 21 14:27:08 EST 2016,0m7.213s
Wed Dec 21 14:34:08 EST 2016,0m7.355s
Wed Dec 21 14:46:09 EST 2016,0m7.276s
Wed Dec 21 14:58:08 EST 2016,0m7.274s
Wed Dec 21 15:04:08 EST 2016,0m7.224s
Wed Dec 21 15:12:09 EST 2016,0m7.392s
Wed Dec 21 15:27:08 EST 2016,0m7.419s
Wed Dec 21 15:34:09 EST 2016,0m7.636s
Wed Dec 21 15:46:08 EST 2016,0m7.279s
Wed Dec 21 15:58:11 EST 2016,0m9.629s
Wed Dec 21 16:04:10 EST 2016,0m8.892s
Wed Dec 21 16:12:18 EST 2016,0m17.707s
Wed Dec 21 16:27:19 EST 2016,0m17.479s
Wed Dec 21 16:34:14 EST 2016,0m12.583s
Wed Dec 21 16:46:08 EST 2016,0m7.374s
Wed Dec 21 16:58:08 EST 2016,0m7.386s
Wed Dec 21 17:04:12 EST 2016,0m10.460s
Wed Dec 21 17:12:08 EST 2016,0m7.377s
Wed Dec 21 17:27:09 EST 2016,0m7.392s
Wed Dec 21 17:34:08 EST 2016,0m7.539s
Wed Dec 21 17:46:19 EST 2016,0m17.587s
Wed Dec 21 17:58:10 EST 2016,0m8.648s
Wed Dec 21 18:04:18 EST 2016,0m17.664s
Wed Dec 21 18:12:09 EST 2016,0m7.651s
Wed Dec 21 18:27:09 EST 2016,0m7.765s
Wed Dec 21 18:34:09 EST 2016,0m7.568s
Wed Dec 21 18:46:08 EST 2016,0m7.237s
Wed Dec 21 18:58:09 EST 2016,0m7.725s
Wed Dec 21 19:04:08 EST 2016,0m7.806s
Wed Dec 21 19:12:08 EST 2016,0m7.738s
Wed Dec 21 19:27:09 EST 2016,0m7.486s
Wed Dec 21 19:34:08 EST 2016,0m7.660s
Wed Dec 21 19:46:08 EST 2016,0m7.615s
Wed Dec 21 19:58:09 EST 2016,0m7.698s
Wed Dec 21 20:04:09 EST 2016,0m7.631s
Wed Dec 21 20:12:08 EST 2016,0m7.471s
Wed Dec 21 20:27:09 EST 2016,0m7.972s
Wed Dec 21 20:34:09 EST 2016,0m7.674s
Wed Dec 21 20:46:09 EST 2016,0m8.225s
Wed Dec 21 20:58:09 EST 2016,0m7.731s
Wed Dec 21 21:04:09 EST 2016,0m7.957s
Wed Dec 21 21:12:09 EST 2016,0m8.048s
Wed Dec 21 21:27:20 EST 2016,0m18.662s
Wed Dec 21 21:34:13 EST 2016,0m12.513s
Wed Dec 21 21:46:09 EST 2016,0m7.655s
Wed Dec 21 21:58:15 EST 2016,0m13.775s
Wed Dec 21 22:04:14 EST 2016,0m12.715s
Wed Dec 21 22:12:09 EST 2016,0m8.127s
Wed Dec 21 22:27:08 EST 2016,0m7.560s
Wed Dec 21 22:34:09 EST 2016,0m7.468s
Wed Dec 21 22:46:09 EST 2016,0m8.513s
Wed Dec 21 22:58:09 EST 2016,0m7.442s
Wed Dec 21 23:04:08 EST 2016,0m7.411s
Wed Dec 21 23:12:09 EST 2016,0m7.381s
Wed Dec 21 23:27:08 EST 2016,0m7.259s
Wed Dec 21 23:34:09 EST 2016,0m7.405s
Wed Dec 21 23:46:08 EST 2016,0m7.547s
Wed Dec 21 23:58:09 EST 2016,0m7.389s
Thu Dec 22 00:04:08 EST 2016,0m7.232s
Thu Dec 22 00:12:08 EST 2016,0m7.333s
Thu Dec 22 00:27:09 EST 2016,0m7.315s
Thu Dec 22 00:34:08 EST 2016,0m7.487s
Thu Dec 22 00:46:09 EST 2016,0m7.460s
Thu Dec 22 00:58:08 EST 2016,0m7.417s
Thu Dec 22 01:04:08 EST 2016,0m7.242s
Thu Dec 22 01:12:08 EST 2016,0m7.185s
Thu Dec 22 01:27:08 EST 2016,0m7.113s
Thu Dec 22 01:34:08 EST 2016,0m7.185s
Thu Dec 22 01:46:08 EST 2016,0m7.163s
Thu Dec 22 01:58:09 EST 2016,0m7.386s
Thu Dec 22 02:04:08 EST 2016,0m7.152s
Thu Dec 22 02:12:08 EST 2016,0m7.046s
Thu Dec 22 02:27:08 EST 2016,0m7.089s
Thu Dec 22 02:34:09 EST 2016,0m7.416s
Thu Dec 22 02:46:08 EST 2016,0m7.068s
Thu Dec 22 02:58:08 EST 2016,0m7.101s
Thu Dec 22 03:04:08 EST 2016,0m7.089s
Thu Dec 22 03:12:08 EST 2016,0m7.094s
Thu Dec 22 03:27:08 EST 2016,0m7.185s
Thu Dec 22 03:34:08 EST 2016,0m7.089s
Thu Dec 22 03:46:08 EST 2016,0m7.043s
Thu Dec 22 03:58:08 EST 2016,0m7.129s
Thu Dec 22 04:04:08 EST 2016,0m7.067s
Thu Dec 22 04:12:08 EST 2016,0m7.239s
Thu Dec 22 04:27:08 EST 2016,0m7.168s
Thu Dec 22 04:34:08 EST 2016,0m6.978s
Thu Dec 22 04:46:08 EST 2016,0m7.069s
Thu Dec 22 04:58:08 EST 2016,0m7.170s
Thu Dec 22 05:04:08 EST 2016,0m7.059s
Thu Dec 22 05:12:08 EST 2016,0m7.122s
Thu Dec 22 05:27:09 EST 2016,0m7.580s
Thu Dec 22 05:34:08 EST 2016,0m7.173s
Thu Dec 22 05:46:08 EST 2016,0m7.193s
Thu Dec 22 05:58:08 EST 2016,0m7.241s
Thu Dec 22 06:04:09 EST 2016,0m7.345s
Thu Dec 22 06:12:08 EST 2016,0m7.078s
Thu Dec 22 06:27:08 EST 2016,0m7.115s
Thu Dec 22 06:34:08 EST 2016,0m7.146s
Thu Dec 22 06:46:08 EST 2016,0m7.023s
Thu Dec 22 06:58:09 EST 2016,0m7.194s
Thu Dec 22 07:04:08 EST 2016,0m7.178s
Thu Dec 22 07:12:08 EST 2016,0m7.391s
Thu Dec 22 07:27:09 EST 2016,0m7.273s
Thu Dec 22 07:34:08 EST 2016,0m7.150s
Thu Dec 22 07:46:08 EST 2016,0m7.171s
Thu Dec 22 07:58:08 EST 2016,0m7.131s
Thu Dec 22 08:04:09 EST 2016,0m7.223s
Thu Dec 22 08:12:08 EST 2016,0m7.223s
Thu Dec 22 08:27:08 EST 2016,0m7.133s
Thu Dec 22 08:34:08 EST 2016,0m7.078s
Thu Dec 22 08:46:08 EST 2016,0m7.222s
Thu Dec 22 08:58:09 EST 2016,0m7.254s
Thu Dec 22 09:04:08 EST 2016,0m7.202s
Thu Dec 22 09:12:08 EST 2016,0m7.191s
Thu Dec 22 09:27:09 EST 2016,0m7.229s
Thu Dec 22 09:34:08 EST 2016,0m7.401s
Thu Dec 22 09:46:08 EST 2016,0m7.153s
Thu Dec 22 09:58:08 EST 2016,0m7.112s
Thu Dec 22 10:04:08 EST 2016,0m7.120s
Thu Dec 22 10:12:08 EST 2016,0m7.069s
Thu Dec 22 10:27:08 EST 2016,0m7.111s
Thu Dec 22 10:34:08 EST 2016,0m7.261s
Thu Dec 22 10:46:08 EST 2016,0m7.238s
Thu Dec 22 10:58:08 EST 2016,0m7.000s
Thu Dec 22 11:04:09 EST 2016,0m7.193s
Thu Dec 22 11:12:08 EST 2016,0m7.105s
Thu Dec 22 11:27:08 EST 2016,0m7.215s
Thu Dec 22 11:34:08 EST 2016,0m7.185s
Thu Dec 22 11:46:09 EST 2016,0m7.075s
Thu Dec 22 11:58:08 EST 2016,0m7.173s
Thu Dec 22 12:04:08 EST 2016,0m7.098s
Thu Dec 22 12:12:08 EST 2016,0m7.100s
Thu Dec 22 12:27:08 EST 2016,0m7.157s
Thu Dec 22 12:34:08 EST 2016,0m7.152s
Thu Dec 22 12:46:09 EST 2016,0m7.117s
Thu Dec 22 12:58:08 EST 2016,0m7.074s
Thu Dec 22 13:04:08 EST 2016,0m7.136s
Thu Dec 22 13:12:08 EST 2016,0m7.264s
Thu Dec 22 13:27:08 EST 2016,0m7.211s
Thu Dec 22 13:34:09 EST 2016,0m7.068s
Thu Dec 22 13:46:08 EST 2016,0m7.198s
Thu Dec 22 13:58:08 EST 2016,0m7.173s
Thu Dec 22 14:04:09 EST 2016,0m8.190s
Thu Dec 22 14:12:09 EST 2016,0m7.303s
Thu Dec 22 14:27:08 EST 2016,0m7.111s
Thu Dec 22 14:34:08 EST 2016,0m7.106s
Thu Dec 22 14:46:08 EST 2016,0m7.244s
Thu Dec 22 14:58:09 EST 2016,0m8.043s
Thu Dec 22 15:04:09 EST 2016,0m7.282s
Thu Dec 22 15:12:08 EST 2016,0m7.152s
Thu Dec 22 15:27:08 EST 2016,0m7.365s
Thu Dec 22 15:34:08 EST 2016,0m7.131s
Thu Dec 22 15:46:09 EST 2016,0m7.317s
Thu Dec 22 15:58:08 EST 2016,0m7.499s
Thu Dec 22 16:04:09 EST 2016,0m7.197s
Thu Dec 22 16:12:08 EST 2016,0m7.322s
Thu Dec 22 16:27:10 EST 2016,0m8.498s
Thu Dec 22 16:34:08 EST 2016,0m7.211s
Thu Dec 22 16:46:08 EST 2016,0m7.233s
Thu Dec 22 16:58:08 EST 2016,0m7.344s
Thu Dec 22 17:04:09 EST 2016,0m7.275s
Thu Dec 22 17:12:08 EST 2016,0m7.366s
Thu Dec 22 17:27:09 EST 2016,0m7.581s
Thu Dec 22 17:34:08 EST 2016,0m7.469s
Thu Dec 22 17:46:09 EST 2016,0m7.350s
Thu Dec 22 17:58:08 EST 2016,0m7.323s
Thu Dec 22 18:04:08 EST 2016,0m7.347s
Thu Dec 22 18:12:08 EST 2016,0m7.390s
Thu Dec 22 18:27:08 EST 2016,0m7.430s
Thu Dec 22 18:34:09 EST 2016,0m7.449s
Thu Dec 22 18:46:10 EST 2016,0m8.850s
Thu Dec 22 18:58:20 EST 2016,0m18.905s
Thu Dec 22 19:04:13 EST 2016,0m12.695s
Thu Dec 22 19:12:08 EST 2016,0m7.394s
Thu Dec 22 19:27:08 EST 2016,0m7.330s
Thu Dec 22 19:34:09 EST 2016,0m7.293s
Thu Dec 22 19:46:08 EST 2016,0m7.237s
Thu Dec 22 19:58:09 EST 2016,0m7.515s
Thu Dec 22 20:04:08 EST 2016,0m7.539s
Thu Dec 22 20:12:30 EST 2016,0m28.863s
Thu Dec 22 20:27:09 EST 2016,0m7.666s
Thu Dec 22 20:34:08 EST 2016,0m7.589s
Thu Dec 22 20:46:09 EST 2016,0m7.498s
Thu Dec 22 20:58:08 EST 2016,0m7.347s
Thu Dec 22 21:04:09 EST 2016,0m7.535s
Thu Dec 22 21:12:08 EST 2016,0m7.472s
Thu Dec 22 21:27:32 EST 2016,0m30.979s
Thu Dec 22 21:34:09 EST 2016,0m7.340s
Thu Dec 22 21:46:08 EST 2016,0m7.294s
Thu Dec 22 21:58:09 EST 2016,0m7.456s
Thu Dec 22 22:04:08 EST 2016,0m7.474s
Thu Dec 22 22:12:09 EST 2016,0m7.285s
Thu Dec 22 22:27:08 EST 2016,0m7.394s
Thu Dec 22 22:34:08 EST 2016,0m7.370s
Thu Dec 22 22:46:09 EST 2016,0m7.527s
Thu Dec 22 22:58:08 EST 2016,0m7.278s
Thu Dec 22 23:04:09 EST 2016,0m7.459s
Thu Dec 22 23:12:08 EST 2016,0m7.333s
Thu Dec 22 23:27:08 EST 2016,0m7.198s
Thu Dec 22 23:34:09 EST 2016,0m7.047s
Thu Dec 22 23:46:08 EST 2016,0m7.181s
Thu Dec 22 23:58:08 EST 2016,0m7.136s
Fri Dec 23 00:04:08 EST 2016,0m7.258s
Fri Dec 23 00:12:09 EST 2016,0m7.236s
Fri Dec 23 00:27:08 EST 2016,0m7.157s
Fri Dec 23 00:34:08 EST 2016,0m7.084s
Fri Dec 23 00:46:08 EST 2016,0m7.306s
Fri Dec 23 00:58:08 EST 2016,0m7.174s
Fri Dec 23 01:04:09 EST 2016,0m7.281s
Fri Dec 23 01:12:08 EST 2016,0m7.176s
Fri Dec 23 01:27:08 EST 2016,0m7.361s
Fri Dec 23 01:34:09 EST 2016,0m7.062s
Fri Dec 23 01:46:08 EST 2016,0m7.166s
Fri Dec 23 01:58:08 EST 2016,0m7.141s
Fri Dec 23 02:04:08 EST 2016,0m7.239s
Fri Dec 23 02:12:08 EST 2016,0m7.059s
Fri Dec 23 02:27:09 EST 2016,0m7.238s
Fri Dec 23 02:34:08 EST 2016,0m6.944s
Fri Dec 23 02:46:08 EST 2016,0m7.287s
Fri Dec 23 02:58:08 EST 2016,0m7.007s
Fri Dec 23 03:04:08 EST 2016,0m7.156s
Fri Dec 23 03:12:08 EST 2016,0m7.098s
Fri Dec 23 03:27:09 EST 2016,0m7.042s
Fri Dec 23 03:34:08 EST 2016,0m7.298s
Fri Dec 23 03:46:08 EST 2016,0m6.967s
Fri Dec 23 03:58:08 EST 2016,0m7.120s
Fri Dec 23 04:04:08 EST 2016,0m7.066s
Fri Dec 23 04:12:08 EST 2016,0m7.051s
Fri Dec 23 04:27:09 EST 2016,0m7.266s
Fri Dec 23 04:34:08 EST 2016,0m7.153s
Fri Dec 23 04:46:08 EST 2016,0m7.177s
Fri Dec 23 04:58:08 EST 2016,0m7.162s
Fri Dec 23 05:04:08 EST 2016,0m7.131s
Fri Dec 23 05:12:09 EST 2016,0m7.208s
Fri Dec 23 05:27:08 EST 2016,0m7.082s
Fri Dec 23 05:34:08 EST 2016,0m7.154s
Fri Dec 23 05:46:08 EST 2016,0m7.023s
Fri Dec 23 05:58:08 EST 2016,0m7.299s
Fri Dec 23 06:04:09 EST 2016,0m7.132s
Fri Dec 23 06:12:08 EST 2016,0m7.247s
Fri Dec 23 06:27:08 EST 2016,0m7.199s
Fri Dec 23 06:34:08 EST 2016,0m7.175s
Fri Dec 23 06:46:09 EST 2016,0m7.159s
Fri Dec 23 06:58:08 EST 2016,0m7.189s
Fri Dec 23 07:04:08 EST 2016,0m7.264s
Fri Dec 23 07:12:09 EST 2016,0m7.344s
Fri Dec 23 07:27:08 EST 2016,0m7.173s
Fri Dec 23 07:34:08 EST 2016,0m7.176s
Fri Dec 23 07:46:08 EST 2016,0m7.221s
Fri Dec 23 07:58:09 EST 2016,0m7.224s
Fri Dec 23 08:04:08 EST 2016,0m7.368s
Fri Dec 23 08:12:08 EST 2016,0m7.284s
Fri Dec 23 08:27:09 EST 2016,0m7.367s
Fri Dec 23 08:34:08 EST 2016,0m7.337s
Fri Dec 23 08:46:09 EST 2016,0m7.296s
Fri Dec 23 08:58:08 EST 2016,0m7.255s
Fri Dec 23 09:04:08 EST 2016,0m7.266s
Fri Dec 23 09:12:08 EST 2016,0m7.212s
Fri Dec 23 09:27:09 EST 2016,0m7.332s
Fri Dec 23 09:34:08 EST 2016,0m7.263s
Fri Dec 23 09:46:09 EST 2016,0m7.303s
Fri Dec 23 09:58:08 EST 2016,0m7.327s
Fri Dec 23 10:04:08 EST 2016,0m7.313s
Fri Dec 23 10:12:09 EST 2016,0m7.283s
Fri Dec 23 10:27:08 EST 2016,0m7.256s
Fri Dec 23 10:34:08 EST 2016,0m7.184s
Fri Dec 23 10:46:08 EST 2016,0m7.277s
Fri Dec 23 10:58:09 EST 2016,0m7.347s
Fri Dec 23 11:04:08 EST 2016,0m7.614s
Fri Dec 23 11:12:08 EST 2016,0m7.207s
Fri Dec 23 11:27:08 EST 2016,0m7.393s
Fri Dec 23 11:34:08 EST 2016,0m7.091s
Fri Dec 23 11:46:09 EST 2016,0m7.262s
Fri Dec 23 11:58:08 EST 2016,0m7.186s
Fri Dec 23 12:04:08 EST 2016,0m7.303s
Fri Dec 23 12:12:08 EST 2016,0m7.165s
Fri Dec 23 12:27:09 EST 2016,0m7.225s
Fri Dec 23 12:34:08 EST 2016,0m7.038s
Fri Dec 23 12:46:08 EST 2016,0m7.260s
Fri Dec 23 12:58:09 EST 2016,0m7.342s
Fri Dec 23 13:04:08 EST 2016,0m7.292s
Fri Dec 23 13:12:08 EST 2016,0m7.122s
Fri Dec 23 13:27:08 EST 2016,0m7.278s
Fri Dec 23 13:34:09 EST 2016,0m7.216s
Fri Dec 23 13:46:08 EST 2016,0m7.147s
Fri Dec 23 13:58:08 EST 2016,0m7.323s
Fri Dec 23 14:04:09 EST 2016,0m7.329s
Fri Dec 23 14:12:08 EST 2016,0m7.357s
Fri Dec 23 14:27:08 EST 2016,0m7.342s
Fri Dec 23 14:34:09 EST 2016,0m7.329s
Fri Dec 23 14:46:08 EST 2016,0m7.225s
Fri Dec 23 14:58:08 EST 2016,0m7.275s
Fri Dec 23 15:04:09 EST 2016,0m7.361s
Fri Dec 23 15:12:08 EST 2016,0m7.212s
Fri Dec 23 15:27:09 EST 2016,0m7.595s
Fri Dec 23 15:34:08 EST 2016,0m7.497s
Fri Dec 23 15:46:09 EST 2016,0m7.386s
Fri Dec 23 15:58:08 EST 2016,0m7.467s
Fri Dec 23 16:04:08 EST 2016,0m7.335s
Fri Dec 23 16:12:13 EST 2016,0m12.647s
Fri Dec 23 16:27:09 EST 2016,0m7.520s
Fri Dec 23 16:34:08 EST 2016,0m7.281s
Fri Dec 23 16:46:09 EST 2016,0m7.424s
Fri Dec 23 16:58:08 EST 2016,0m7.292s
Fri Dec 23 17:04:09 EST 2016,0m7.711s
Fri Dec 23 17:12:08 EST 2016,0m7.485s
Fri Dec 23 17:27:08 EST 2016,0m7.194s
Fri Dec 23 17:34:09 EST 2016,0m7.265s
Fri Dec 23 17:46:08 EST 2016,0m7.200s
Fri Dec 23 17:58:08 EST 2016,0m7.242s
Fri Dec 23 18:04:09 EST 2016,0m7.294s
Fri Dec 23 18:12:08 EST 2016,0m7.401s
Fri Dec 23 18:27:09 EST 2016,0m7.539s
Fri Dec 23 18:34:08 EST 2016,0m7.237s
Fri Dec 23 18:46:08 EST 2016,0m7.189s
Fri Dec 23 18:58:08 EST 2016,0m7.235s
Fri Dec 23 19:04:09 EST 2016,0m7.305s
Fri Dec 23 19:12:08 EST 2016,0m7.409s
Fri Dec 23 19:27:09 EST 2016,0m7.395s
Fri Dec 23 19:34:08 EST 2016,0m7.262s
Fri Dec 23 19:46:09 EST 2016,0m7.405s
Fri Dec 23 19:58:08 EST 2016,0m7.348s
Fri Dec 23 20:04:08 EST 2016,0m7.391s
Fri Dec 23 20:12:09 EST 2016,0m7.326s
Fri Dec 23 20:27:08 EST 2016,0m7.359s
Fri Dec 23 20:34:09 EST 2016,0m7.348s
Fri Dec 23 20:46:08 EST 2016,0m7.325s
Fri Dec 23 20:58:09 EST 2016,0m7.549s
Fri Dec 23 21:04:08 EST 2016,0m7.470s
Fri Dec 23 21:12:09 EST 2016,0m7.646s
Fri Dec 23 21:27:08 EST 2016,0m7.506s
Fri Dec 23 21:34:34 EST 2016,0m32.204s
Fri Dec 23 21:46:08 EST 2016,0m7.460s
Fri Dec 23 21:58:09 EST 2016,0m7.320s
Fri Dec 23 22:04:08 EST 2016,0m7.324s
Fri Dec 23 22:12:08 EST 2016,0m7.374s
Fri Dec 23 22:27:09 EST 2016,0m7.425s
Fri Dec 23 22:34:09 EST 2016,0m7.884s
Fri Dec 23 22:46:09 EST 2016,0m8.225s
Fri Dec 23 23:00:17 EST 2016,2m15.723s
Fri Dec 23 23:04:08 EST 2016,0m7.282s
Fri Dec 23 23:12:09 EST 2016,0m7.989s
Fri Dec 23 23:27:10 EST 2016,0m8.350s
Fri Dec 23 23:34:08 EST 2016,0m7.200s
Fri Dec 23 23:46:08 EST 2016,0m7.320s
Fri Dec 23 23:58:08 EST 2016,0m7.148s
Sat Dec 24 00:04:09 EST 2016,0m7.142s
Sat Dec 24 00:12:08 EST 2016,0m7.242s
Sat Dec 24 00:27:08 EST 2016,0m7.294s
Sat Dec 24 00:34:09 EST 2016,0m7.241s
Sat Dec 24 00:46:08 EST 2016,0m7.321s
Sat Dec 24 00:58:08 EST 2016,0m7.294s
Sat Dec 24 01:04:08 EST 2016,0m7.109s
Sat Dec 24 01:12:09 EST 2016,0m7.106s
Sat Dec 24 01:27:08 EST 2016,0m7.387s
Sat Dec 24 01:34:08 EST 2016,0m7.254s
Sat Dec 24 01:46:09 EST 2016,0m7.281s
Sat Dec 24 01:58:08 EST 2016,0m7.316s
Sat Dec 24 02:04:08 EST 2016,0m7.198s
Sat Dec 24 02:12:09 EST 2016,0m7.356s
Sat Dec 24 02:27:08 EST 2016,0m7.408s
Sat Dec 24 02:35:57 EST 2016,1m55.921s
Sat Dec 24 02:46:08 EST 2016,0m7.254s
Sat Dec 24 02:58:09 EST 2016,0m7.405s
Sat Dec 24 03:04:08 EST 2016,0m7.462s
Sat Dec 24 03:12:09 EST 2016,0m7.179s
Sat Dec 24 03:27:08 EST 2016,0m7.393s
Sat Dec 24 03:34:08 EST 2016,0m7.372s
Sat Dec 24 03:46:08 EST 2016,0m7.184s
Sat Dec 24 03:58:08 EST 2016,0m7.152s
Sat Dec 24 04:04:08 EST 2016,0m7.189s
Sat Dec 24 04:12:09 EST 2016,0m7.343s
Sat Dec 24 04:27:08 EST 2016,0m7.250s
Sat Dec 24 04:34:08 EST 2016,0m7.169s
Sat Dec 24 04:46:08 EST 2016,0m7.161s
Sat Dec 24 04:58:09 EST 2016,0m7.310s
Sat Dec 24 05:04:08 EST 2016,0m7.328s
Sat Dec 24 05:12:08 EST 2016,0m7.216s
Sat Dec 24 05:27:09 EST 2016,0m7.447s
Sat Dec 24 05:34:08 EST 2016,0m7.417s
Sat Dec 24 05:46:08 EST 2016,0m7.149s
Sat Dec 24 05:58:09 EST 2016,0m7.307s
Sat Dec 24 06:04:08 EST 2016,0m7.335s
Sat Dec 24 06:12:08 EST 2016,0m7.239s
Sat Dec 24 06:27:09 EST 2016,0m7.271s
Sat Dec 24 06:34:08 EST 2016,0m7.401s
Sat Dec 24 06:46:08 EST 2016,0m7.047s
Sat Dec 24 06:58:09 EST 2016,0m7.733s
Sat Dec 24 07:04:08 EST 2016,0m7.246s
Sat Dec 24 07:12:09 EST 2016,0m7.388s
