time,total
Wed Jan 11 05:34:01 EST 2017,0m0.072s
Wed Jan 11 05:46:01 EST 2017,0m0.058s
Wed Jan 11 05:58:01 EST 2017,0m0.082s
Wed Jan 11 06:04:01 EST 2017,0m0.076s
Wed Jan 11 06:12:01 EST 2017,0m0.067s
Wed Jan 11 06:27:01 EST 2017,0m0.009s
Wed Jan 11 06:34:01 EST 2017,0m0.014s
Wed Jan 11 06:46:01 EST 2017,0m0.053s
Wed Jan 11 06:58:01 EST 2017,0m0.072s
Wed Jan 11 07:04:01 EST 2017,0m0.061s
Wed Jan 11 07:12:01 EST 2017,0m0.061s
Wed Jan 11 07:27:02 EST 2017,0m0.067s
Wed Jan 11 07:34:01 EST 2017,0m0.066s
Wed Jan 11 07:46:01 EST 2017,0m0.070s
Wed Jan 11 07:58:01 EST 2017,0m0.065s
Wed Jan 11 08:04:01 EST 2017,0m0.051s
Wed Jan 11 08:12:01 EST 2017,0m0.055s
Wed Jan 11 08:27:01 EST 2017,0m0.052s
Wed Jan 11 08:34:01 EST 2017,0m0.043s
Wed Jan 11 08:46:01 EST 2017,0m0.059s
Wed Jan 11 08:58:01 EST 2017,0m0.060s
Wed Jan 11 09:04:01 EST 2017,0m0.058s
Wed Jan 11 09:12:01 EST 2017,0m0.062s
Wed Jan 11 09:27:01 EST 2017,0m0.068s
Wed Jan 11 09:34:01 EST 2017,0m0.062s
Wed Jan 11 09:46:01 EST 2017,0m0.070s
Wed Jan 11 09:58:01 EST 2017,0m0.067s
Wed Jan 11 10:04:01 EST 2017,0m0.065s
Wed Jan 11 10:12:01 EST 2017,0m0.068s
Wed Jan 11 10:27:02 EST 2017,0m0.075s
Wed Jan 11 10:34:01 EST 2017,0m0.066s
Wed Jan 11 10:46:01 EST 2017,0m0.056s
Wed Jan 11 10:58:01 EST 2017,0m0.057s
Wed Jan 11 11:04:01 EST 2017,0m0.067s
Wed Jan 11 11:12:01 EST 2017,0m0.049s
Wed Jan 11 11:27:02 EST 2017,0m0.055s
Wed Jan 11 11:34:01 EST 2017,0m0.060s
Wed Jan 11 11:46:01 EST 2017,0m0.064s
Wed Jan 11 11:58:02 EST 2017,0m0.077s
Wed Jan 11 12:04:01 EST 2017,0m0.052s
Wed Jan 11 12:12:01 EST 2017,0m0.069s
Wed Jan 11 12:27:01 EST 2017,0m0.067s
Wed Jan 11 12:34:01 EST 2017,0m0.060s
Wed Jan 11 12:46:01 EST 2017,0m0.054s
Wed Jan 11 12:58:01 EST 2017,0m0.055s
Wed Jan 11 13:04:01 EST 2017,0m0.077s
Wed Jan 11 13:12:01 EST 2017,0m0.064s
Wed Jan 11 13:27:01 EST 2017,0m0.055s
Wed Jan 11 13:34:01 EST 2017,0m0.052s
Wed Jan 11 13:46:01 EST 2017,0m0.051s
Wed Jan 11 13:58:01 EST 2017,0m0.072s
Wed Jan 11 14:04:01 EST 2017,0m0.049s
Wed Jan 11 14:12:01 EST 2017,0m0.045s
Wed Jan 11 14:27:01 EST 2017,0m0.052s
Wed Jan 11 14:34:01 EST 2017,0m0.051s
Wed Jan 11 14:46:01 EST 2017,0m0.060s
Wed Jan 11 14:58:01 EST 2017,0m0.064s
Wed Jan 11 15:04:01 EST 2017,0m0.066s
Wed Jan 11 15:12:01 EST 2017,0m0.062s
Wed Jan 11 15:27:01 EST 2017,0m0.064s
Wed Jan 11 15:34:01 EST 2017,0m0.063s
Wed Jan 11 15:46:01 EST 2017,0m0.053s
Wed Jan 11 15:58:01 EST 2017,0m0.045s
Wed Jan 11 16:04:02 EST 2017,0m0.061s
Wed Jan 11 16:12:01 EST 2017,0m0.061s
Wed Jan 11 16:27:01 EST 2017,0m0.061s
Wed Jan 11 16:34:01 EST 2017,0m0.059s
Wed Jan 11 16:46:01 EST 2017,0m0.056s
Wed Jan 11 16:58:01 EST 2017,0m0.081s
Wed Jan 11 17:04:01 EST 2017,0m0.073s
Wed Jan 11 17:12:01 EST 2017,0m0.049s
Wed Jan 11 17:27:01 EST 2017,0m0.063s
Wed Jan 11 17:34:02 EST 2017,0m0.062s
Wed Jan 11 17:46:01 EST 2017,0m0.070s
Wed Jan 11 17:58:02 EST 2017,0m0.861s
Wed Jan 11 18:04:01 EST 2017,0m0.162s
Wed Jan 11 18:12:01 EST 2017,0m0.313s
Wed Jan 11 18:27:01 EST 2017,0m0.143s
Wed Jan 11 18:34:01 EST 2017,0m0.067s
Wed Jan 11 18:46:01 EST 2017,0m0.069s
Wed Jan 11 18:58:01 EST 2017,0m0.051s
Wed Jan 11 19:04:01 EST 2017,0m0.071s
Wed Jan 11 19:12:01 EST 2017,0m0.056s
Wed Jan 11 19:27:01 EST 2017,0m0.074s
Wed Jan 11 19:34:01 EST 2017,0m0.060s
Wed Jan 11 19:46:01 EST 2017,0m0.075s
Wed Jan 11 19:58:01 EST 2017,0m0.065s
Wed Jan 11 20:04:01 EST 2017,0m0.065s
Wed Jan 11 20:12:01 EST 2017,0m0.069s
Wed Jan 11 20:27:01 EST 2017,0m0.070s
Wed Jan 11 20:34:01 EST 2017,0m0.065s
Wed Jan 11 20:46:01 EST 2017,0m0.069s
Wed Jan 11 20:58:01 EST 2017,0m0.070s
Wed Jan 11 21:04:01 EST 2017,0m0.073s
Wed Jan 11 21:12:01 EST 2017,0m0.063s
Wed Jan 11 21:27:01 EST 2017,0m0.072s
Wed Jan 11 21:34:01 EST 2017,0m0.064s
Wed Jan 11 21:46:02 EST 2017,0m0.072s
Wed Jan 11 21:58:01 EST 2017,0m0.055s
Wed Jan 11 22:04:01 EST 2017,0m0.068s
Wed Jan 11 22:12:01 EST 2017,0m0.073s
Wed Jan 11 22:27:01 EST 2017,0m0.062s
Wed Jan 11 22:34:01 EST 2017,0m0.068s
Wed Jan 11 22:46:01 EST 2017,0m0.066s
Wed Jan 11 22:58:02 EST 2017,0m0.063s
Wed Jan 11 23:04:01 EST 2017,0m0.064s
Wed Jan 11 23:12:01 EST 2017,0m0.071s
Wed Jan 11 23:27:01 EST 2017,0m0.065s
Wed Jan 11 23:34:02 EST 2017,0m0.055s
Wed Jan 11 23:46:01 EST 2017,0m0.052s
Wed Jan 11 23:58:01 EST 2017,0m0.066s
Thu Jan 12 00:04:01 EST 2017,0m0.066s
Thu Jan 12 00:12:01 EST 2017,0m0.061s
Thu Jan 12 00:27:11 EST 2017,0m10.072s
Thu Jan 12 00:34:01 EST 2017,0m0.075s
Thu Jan 12 00:46:01 EST 2017,0m0.054s
Thu Jan 12 00:58:02 EST 2017,0m0.058s
Thu Jan 12 01:04:01 EST 2017,0m0.071s
Thu Jan 12 01:12:01 EST 2017,0m0.052s
Thu Jan 12 01:27:02 EST 2017,0m0.060s
Thu Jan 12 01:34:01 EST 2017,0m0.055s
Thu Jan 12 01:46:01 EST 2017,0m0.072s
Thu Jan 12 01:58:01 EST 2017,0m0.052s
Thu Jan 12 02:04:01 EST 2017,0m0.069s
Thu Jan 12 02:12:01 EST 2017,0m0.053s
Thu Jan 12 02:27:01 EST 2017,0m0.069s
Thu Jan 12 02:34:01 EST 2017,0m0.054s
Thu Jan 12 02:46:01 EST 2017,0m0.062s
Thu Jan 12 02:58:02 EST 2017,0m0.081s
Thu Jan 12 03:04:01 EST 2017,0m0.065s
Thu Jan 12 03:12:01 EST 2017,0m0.067s
Thu Jan 12 03:27:02 EST 2017,0m0.065s
Thu Jan 12 03:34:01 EST 2017,0m0.073s
Thu Jan 12 03:46:01 EST 2017,0m0.056s
Thu Jan 12 03:58:01 EST 2017,0m0.059s
Thu Jan 12 04:04:01 EST 2017,0m0.073s
Thu Jan 12 04:12:01 EST 2017,0m0.073s
Thu Jan 12 04:27:02 EST 2017,0m0.065s
Thu Jan 12 04:34:02 EST 2017,0m0.067s
Thu Jan 12 04:46:01 EST 2017,0m0.068s
Thu Jan 12 04:58:01 EST 2017,0m0.075s
Thu Jan 12 05:04:01 EST 2017,0m0.075s
Thu Jan 12 05:12:01 EST 2017,0m0.068s
Thu Jan 12 05:27:01 EST 2017,0m0.063s
Thu Jan 12 05:34:01 EST 2017,0m0.062s
Thu Jan 12 05:46:01 EST 2017,0m0.053s
Thu Jan 12 05:58:01 EST 2017,0m0.060s
Thu Jan 12 06:04:01 EST 2017,0m0.058s
Thu Jan 12 06:12:02 EST 2017,0m0.068s
Thu Jan 12 06:27:01 EST 2017,0m0.064s
Thu Jan 12 06:34:01 EST 2017,0m0.071s
Thu Jan 12 06:46:01 EST 2017,0m0.061s
Thu Jan 12 06:58:01 EST 2017,0m0.055s
Thu Jan 12 07:04:01 EST 2017,0m0.075s
Thu Jan 12 07:12:01 EST 2017,0m0.084s
Thu Jan 12 07:27:01 EST 2017,0m0.073s
Thu Jan 12 07:34:01 EST 2017,0m0.063s
Thu Jan 12 07:46:01 EST 2017,0m0.059s
Thu Jan 12 07:58:01 EST 2017,0m0.060s
Thu Jan 12 08:04:01 EST 2017,0m0.065s
Thu Jan 12 08:12:01 EST 2017,0m0.061s
Thu Jan 12 08:27:01 EST 2017,0m0.056s
Thu Jan 12 08:34:01 EST 2017,0m0.061s
Thu Jan 12 08:46:01 EST 2017,0m0.058s
Thu Jan 12 08:58:01 EST 2017,0m0.065s
Thu Jan 12 09:04:01 EST 2017,0m0.072s
Thu Jan 12 09:12:01 EST 2017,0m0.059s
Thu Jan 12 09:27:01 EST 2017,0m0.058s
Thu Jan 12 09:34:01 EST 2017,0m0.071s
Thu Jan 12 09:46:01 EST 2017,0m0.081s
Thu Jan 12 09:58:01 EST 2017,0m0.059s
Thu Jan 12 10:04:02 EST 2017,0m0.068s
Thu Jan 12 10:12:01 EST 2017,0m0.064s
Thu Jan 12 10:27:01 EST 2017,0m0.064s
Thu Jan 12 10:34:01 EST 2017,0m0.066s
Thu Jan 12 10:46:01 EST 2017,0m0.051s
Thu Jan 12 10:58:01 EST 2017,0m0.064s
Thu Jan 12 11:04:02 EST 2017,0m0.055s
Thu Jan 12 11:12:01 EST 2017,0m0.062s
Thu Jan 12 11:27:02 EST 2017,0m0.070s
Thu Jan 12 11:34:01 EST 2017,0m0.063s
Thu Jan 12 11:46:01 EST 2017,0m0.075s
Thu Jan 12 11:58:01 EST 2017,0m0.068s
Thu Jan 12 12:04:01 EST 2017,0m0.061s
Thu Jan 12 12:12:02 EST 2017,0m0.054s
Thu Jan 12 12:27:01 EST 2017,0m0.058s
Thu Jan 12 12:34:07 EST 2017,0m5.057s
Thu Jan 12 12:46:01 EST 2017,0m0.070s
Thu Jan 12 12:58:01 EST 2017,0m0.058s
Thu Jan 12 13:04:01 EST 2017,0m0.053s
Thu Jan 12 13:12:06 EST 2017,0m5.073s
Thu Jan 12 13:27:02 EST 2017,0m0.072s
Thu Jan 12 13:34:01 EST 2017,0m0.073s
Thu Jan 12 13:46:01 EST 2017,0m0.068s
Thu Jan 12 13:58:01 EST 2017,0m0.075s
Thu Jan 12 14:04:02 EST 2017,0m0.060s
Thu Jan 12 14:12:01 EST 2017,0m0.068s
Thu Jan 12 14:27:01 EST 2017,0m0.055s
Thu Jan 12 14:34:01 EST 2017,0m0.057s
Thu Jan 12 14:46:01 EST 2017,0m0.073s
Thu Jan 12 14:58:01 EST 2017,0m0.066s
Thu Jan 12 15:04:01 EST 2017,0m0.068s
Thu Jan 12 15:12:01 EST 2017,0m0.072s
Thu Jan 12 15:27:01 EST 2017,0m0.054s
Thu Jan 12 15:34:01 EST 2017,0m0.056s
Thu Jan 12 15:46:01 EST 2017,0m0.061s
Thu Jan 12 15:58:01 EST 2017,0m0.055s
Thu Jan 12 16:04:01 EST 2017,0m0.070s
Thu Jan 12 16:12:01 EST 2017,0m0.067s
Thu Jan 12 16:27:01 EST 2017,0m0.067s
Thu Jan 12 16:34:01 EST 2017,0m0.071s
Thu Jan 12 16:46:01 EST 2017,0m0.065s
Thu Jan 12 16:58:01 EST 2017,0m0.066s
Thu Jan 12 17:04:01 EST 2017,0m0.060s
Thu Jan 12 17:12:01 EST 2017,0m0.062s
Thu Jan 12 17:27:01 EST 2017,0m0.057s
Thu Jan 12 17:34:01 EST 2017,0m0.071s
Thu Jan 12 17:46:01 EST 2017,0m0.062s
Thu Jan 12 17:58:02 EST 2017,0m0.072s
Thu Jan 12 18:04:01 EST 2017,0m0.074s
Thu Jan 12 18:12:01 EST 2017,0m0.051s
Thu Jan 12 18:27:01 EST 2017,0m0.062s
Thu Jan 12 18:34:01 EST 2017,0m0.070s
Thu Jan 12 18:46:02 EST 2017,0m0.061s
Thu Jan 12 18:58:01 EST 2017,0m0.061s
Thu Jan 12 19:04:01 EST 2017,0m0.068s
Thu Jan 12 19:12:01 EST 2017,0m0.059s
Thu Jan 12 19:27:02 EST 2017,0m0.078s
Thu Jan 12 19:34:01 EST 2017,0m0.057s
Thu Jan 12 19:46:01 EST 2017,0m0.126s
Thu Jan 12 19:58:01 EST 2017,0m0.077s
Thu Jan 12 20:04:01 EST 2017,0m0.065s
Thu Jan 12 20:12:01 EST 2017,0m0.069s
Thu Jan 12 20:27:01 EST 2017,0m0.068s
Thu Jan 12 20:34:01 EST 2017,0m0.081s
Thu Jan 12 20:46:01 EST 2017,0m0.100s
Thu Jan 12 20:58:01 EST 2017,0m0.073s
Thu Jan 12 21:04:01 EST 2017,0m0.086s
Thu Jan 12 21:12:01 EST 2017,0m0.075s
Thu Jan 12 21:27:01 EST 2017,0m0.061s
Thu Jan 12 21:34:01 EST 2017,0m0.060s
Thu Jan 12 21:46:01 EST 2017,0m0.081s
Thu Jan 12 21:58:01 EST 2017,0m0.063s
Thu Jan 12 22:04:01 EST 2017,0m0.071s
Thu Jan 12 22:12:01 EST 2017,0m0.073s
Thu Jan 12 22:27:01 EST 2017,0m0.061s
Thu Jan 12 22:34:01 EST 2017,0m0.077s
Thu Jan 12 22:46:01 EST 2017,0m0.067s
Thu Jan 12 22:58:01 EST 2017,0m0.083s
Thu Jan 12 23:04:01 EST 2017,0m0.061s
Thu Jan 12 23:12:01 EST 2017,0m0.079s
Thu Jan 12 23:27:01 EST 2017,0m0.074s
Thu Jan 12 23:34:01 EST 2017,0m0.064s
Thu Jan 12 23:46:01 EST 2017,0m0.064s
Thu Jan 12 23:58:01 EST 2017,0m0.064s
Fri Jan 13 00:04:01 EST 2017,0m0.074s
Fri Jan 13 00:12:01 EST 2017,0m0.055s
Fri Jan 13 00:27:01 EST 2017,0m0.074s
Fri Jan 13 00:34:01 EST 2017,0m0.071s
Fri Jan 13 00:46:01 EST 2017,0m0.061s
Fri Jan 13 00:58:01 EST 2017,0m0.068s
Fri Jan 13 01:04:01 EST 2017,0m0.062s
Fri Jan 13 01:12:01 EST 2017,0m0.074s
Fri Jan 13 01:27:01 EST 2017,0m0.079s
Fri Jan 13 01:34:02 EST 2017,0m0.071s
Fri Jan 13 01:46:01 EST 2017,0m0.059s
Fri Jan 13 01:58:01 EST 2017,0m0.062s
Fri Jan 13 02:04:02 EST 2017,0m0.065s
Fri Jan 13 02:12:01 EST 2017,0m0.073s
Fri Jan 13 02:27:01 EST 2017,0m0.065s
Fri Jan 13 02:34:01 EST 2017,0m0.075s
Fri Jan 13 02:46:01 EST 2017,0m0.083s
Fri Jan 13 02:58:01 EST 2017,0m0.062s
Fri Jan 13 03:04:01 EST 2017,0m0.063s
Fri Jan 13 03:12:01 EST 2017,0m0.062s
Fri Jan 13 03:27:02 EST 2017,0m0.071s
Fri Jan 13 03:34:01 EST 2017,0m0.069s
Fri Jan 13 03:46:01 EST 2017,0m0.061s
Fri Jan 13 03:58:01 EST 2017,0m0.067s
Fri Jan 13 04:04:01 EST 2017,0m0.074s
Fri Jan 13 04:12:01 EST 2017,0m0.075s
Fri Jan 13 04:27:01 EST 2017,0m0.069s
Fri Jan 13 04:34:01 EST 2017,0m0.078s
Fri Jan 13 04:46:01 EST 2017,0m0.075s
Fri Jan 13 04:58:01 EST 2017,0m0.082s
Fri Jan 13 05:04:01 EST 2017,0m0.071s
Fri Jan 13 05:12:01 EST 2017,0m0.077s
Fri Jan 13 05:27:02 EST 2017,0m0.073s
Fri Jan 13 05:34:01 EST 2017,0m0.058s
Fri Jan 13 05:46:01 EST 2017,0m0.057s
Fri Jan 13 05:58:01 EST 2017,0m0.070s
Fri Jan 13 06:04:01 EST 2017,0m0.060s
Fri Jan 13 06:12:02 EST 2017,0m0.074s
Fri Jan 13 06:27:01 EST 2017,0m0.073s
Fri Jan 13 06:34:01 EST 2017,0m0.066s
Fri Jan 13 06:46:02 EST 2017,0m0.071s
Fri Jan 13 06:58:01 EST 2017,0m0.058s
Fri Jan 13 07:04:01 EST 2017,0m0.065s
Fri Jan 13 07:12:01 EST 2017,0m0.076s
Fri Jan 13 07:27:01 EST 2017,0m0.078s
Fri Jan 13 07:34:01 EST 2017,0m0.071s
Fri Jan 13 07:46:01 EST 2017,0m0.069s
Fri Jan 13 07:58:01 EST 2017,0m0.058s
Fri Jan 13 08:04:01 EST 2017,0m0.075s
Fri Jan 13 08:12:01 EST 2017,0m0.075s
Fri Jan 13 08:27:01 EST 2017,0m0.058s
Fri Jan 13 08:34:01 EST 2017,0m0.066s
Fri Jan 13 08:46:01 EST 2017,0m0.083s
Fri Jan 13 08:58:01 EST 2017,0m0.073s
Fri Jan 13 09:04:01 EST 2017,0m0.067s
Fri Jan 13 09:12:01 EST 2017,0m0.069s
Fri Jan 13 09:27:01 EST 2017,0m0.076s
Fri Jan 13 09:34:01 EST 2017,0m0.067s
Fri Jan 13 09:46:01 EST 2017,0m0.073s
Fri Jan 13 09:58:01 EST 2017,0m0.059s
Fri Jan 13 10:04:02 EST 2017,0m0.058s
Fri Jan 13 10:12:01 EST 2017,0m0.068s
Fri Jan 13 10:27:01 EST 2017,0m0.074s
Fri Jan 13 10:34:01 EST 2017,0m0.069s
Fri Jan 13 10:46:01 EST 2017,0m0.064s
Fri Jan 13 10:58:01 EST 2017,0m0.075s
Fri Jan 13 11:04:01 EST 2017,0m0.063s
Fri Jan 13 11:12:01 EST 2017,0m0.059s
Fri Jan 13 11:27:01 EST 2017,0m0.076s
Fri Jan 13 11:34:01 EST 2017,0m0.072s
Fri Jan 13 11:46:01 EST 2017,0m0.059s
Fri Jan 13 11:58:01 EST 2017,0m0.088s
Fri Jan 13 12:04:01 EST 2017,0m0.061s
Fri Jan 13 12:12:01 EST 2017,0m0.079s
Fri Jan 13 12:27:01 EST 2017,0m0.069s
Fri Jan 13 12:34:01 EST 2017,0m0.060s
Fri Jan 13 12:46:01 EST 2017,0m0.071s
Fri Jan 13 12:58:01 EST 2017,0m0.073s
Fri Jan 13 13:04:01 EST 2017,0m0.064s
Fri Jan 13 13:12:01 EST 2017,0m0.068s
Fri Jan 13 13:27:01 EST 2017,0m0.061s
Fri Jan 13 13:34:01 EST 2017,0m0.086s
Fri Jan 13 13:46:01 EST 2017,0m0.068s
Fri Jan 13 13:58:01 EST 2017,0m0.074s
Fri Jan 13 14:04:01 EST 2017,0m0.082s
Fri Jan 13 14:12:01 EST 2017,0m0.074s
Fri Jan 13 14:27:01 EST 2017,0m0.076s
Fri Jan 13 14:34:01 EST 2017,0m0.068s
Fri Jan 13 14:46:01 EST 2017,0m0.060s
Fri Jan 13 14:58:01 EST 2017,0m0.074s
Fri Jan 13 15:04:01 EST 2017,0m0.053s
Fri Jan 13 15:12:01 EST 2017,0m0.063s
Fri Jan 13 15:27:01 EST 2017,0m0.082s
Fri Jan 13 15:34:01 EST 2017,0m0.067s
Fri Jan 13 15:46:01 EST 2017,0m0.076s
Fri Jan 13 15:58:01 EST 2017,0m0.067s
Fri Jan 13 16:04:01 EST 2017,0m0.075s
Fri Jan 13 16:12:01 EST 2017,0m0.061s
Fri Jan 13 16:27:01 EST 2017,0m0.090s
Fri Jan 13 16:34:01 EST 2017,0m0.055s
Fri Jan 13 16:46:01 EST 2017,0m0.076s
Fri Jan 13 16:58:01 EST 2017,0m0.070s
Fri Jan 13 17:04:01 EST 2017,0m0.072s
Fri Jan 13 17:12:01 EST 2017,0m0.080s
Fri Jan 13 17:27:02 EST 2017,0m0.072s
Fri Jan 13 17:34:01 EST 2017,0m0.059s
Fri Jan 13 17:46:01 EST 2017,0m0.088s
Fri Jan 13 17:58:01 EST 2017,0m0.067s
Fri Jan 13 18:04:02 EST 2017,0m0.260s
Fri Jan 13 18:12:01 EST 2017,0m0.060s
Fri Jan 13 18:27:01 EST 2017,0m0.078s
Fri Jan 13 18:34:01 EST 2017,0m0.078s
Fri Jan 13 18:46:01 EST 2017,0m0.077s
Fri Jan 13 18:58:01 EST 2017,0m0.070s
Fri Jan 13 19:04:02 EST 2017,0m0.077s
Fri Jan 13 19:12:01 EST 2017,0m0.072s
Fri Jan 13 19:27:01 EST 2017,0m0.068s
Fri Jan 13 19:34:01 EST 2017,0m0.067s
Fri Jan 13 19:46:01 EST 2017,0m0.057s
Fri Jan 13 19:58:01 EST 2017,0m0.077s
Fri Jan 13 20:04:01 EST 2017,0m0.133s
Fri Jan 13 20:12:01 EST 2017,0m0.077s
Fri Jan 13 20:27:01 EST 2017,0m0.066s
Fri Jan 13 20:34:01 EST 2017,0m0.069s
Fri Jan 13 20:46:01 EST 2017,0m0.253s
Fri Jan 13 20:58:01 EST 2017,0m0.062s
Fri Jan 13 21:04:01 EST 2017,0m0.063s
Fri Jan 13 21:12:01 EST 2017,0m0.072s
Fri Jan 13 21:27:01 EST 2017,0m0.067s
Fri Jan 13 21:34:01 EST 2017,0m0.074s
Fri Jan 13 21:46:01 EST 2017,0m0.053s
Fri Jan 13 21:58:01 EST 2017,0m0.063s
Fri Jan 13 22:04:01 EST 2017,0m0.058s
Fri Jan 13 22:12:01 EST 2017,0m0.077s
Fri Jan 13 22:27:01 EST 2017,0m0.051s
Fri Jan 13 22:34:01 EST 2017,0m0.050s
Fri Jan 13 22:46:01 EST 2017,0m0.058s
Fri Jan 13 22:58:01 EST 2017,0m0.053s
Fri Jan 13 23:04:02 EST 2017,0m0.073s
Fri Jan 13 23:12:01 EST 2017,0m0.053s
Fri Jan 13 23:27:01 EST 2017,0m0.064s
Fri Jan 13 23:34:01 EST 2017,0m0.062s
Fri Jan 13 23:46:01 EST 2017,0m0.067s
Fri Jan 13 23:58:01 EST 2017,0m0.069s
Sat Jan 14 00:04:02 EST 2017,0m0.057s
Sat Jan 14 00:12:01 EST 2017,0m0.049s
Sat Jan 14 00:27:01 EST 2017,0m0.067s
Sat Jan 14 00:34:01 EST 2017,0m0.071s
Sat Jan 14 00:46:01 EST 2017,0m0.070s
Sat Jan 14 00:58:01 EST 2017,0m0.069s
Sat Jan 14 01:04:01 EST 2017,0m0.073s
Sat Jan 14 01:12:01 EST 2017,0m0.072s
Sat Jan 14 01:27:01 EST 2017,0m0.061s
Sat Jan 14 01:34:01 EST 2017,0m0.067s
Sat Jan 14 01:46:01 EST 2017,0m0.063s
Sat Jan 14 01:58:01 EST 2017,0m0.053s
Sat Jan 14 02:04:01 EST 2017,0m0.070s
Sat Jan 14 02:12:01 EST 2017,0m0.086s
Sat Jan 14 02:27:02 EST 2017,0m0.034s
Sat Jan 14 02:34:01 EST 2017,0m0.067s
Sat Jan 14 02:46:01 EST 2017,0m0.056s
Sat Jan 14 02:58:01 EST 2017,0m0.058s
Sat Jan 14 03:04:01 EST 2017,0m0.064s
Sat Jan 14 03:12:01 EST 2017,0m0.078s
Sat Jan 14 03:27:01 EST 2017,0m0.050s
Sat Jan 14 03:34:01 EST 2017,0m0.071s
Sat Jan 14 03:46:01 EST 2017,0m0.067s
Sat Jan 14 03:58:01 EST 2017,0m0.067s
Sat Jan 14 04:04:01 EST 2017,0m0.057s
Sat Jan 14 04:12:01 EST 2017,0m0.080s
Sat Jan 14 04:27:01 EST 2017,0m0.057s
Sat Jan 14 04:34:01 EST 2017,0m0.058s
Sat Jan 14 04:46:02 EST 2017,0m0.056s
Sat Jan 14 04:58:01 EST 2017,0m0.076s
Sat Jan 14 05:04:01 EST 2017,0m0.072s
Sat Jan 14 05:12:01 EST 2017,0m0.063s
Sat Jan 14 05:27:01 EST 2017,0m0.056s
Sat Jan 14 05:34:01 EST 2017,0m0.053s
Sat Jan 14 05:46:01 EST 2017,0m0.049s
Sat Jan 14 05:58:01 EST 2017,0m0.059s
Sat Jan 14 06:04:01 EST 2017,0m0.056s
Sat Jan 14 06:12:01 EST 2017,0m0.071s
Sat Jan 14 06:27:01 EST 2017,0m0.054s
Sat Jan 14 06:34:02 EST 2017,0m0.055s
Sat Jan 14 06:46:01 EST 2017,0m0.059s
Sat Jan 14 06:58:01 EST 2017,0m0.053s
Sat Jan 14 07:04:01 EST 2017,0m0.059s
Sat Jan 14 07:12:01 EST 2017,0m0.062s
Sat Jan 14 07:27:01 EST 2017,0m0.068s
Sat Jan 14 07:34:01 EST 2017,0m0.059s
Sat Jan 14 07:46:01 EST 2017,0m0.051s
Sat Jan 14 07:58:01 EST 2017,0m0.059s
Sat Jan 14 08:04:01 EST 2017,0m0.067s
Sat Jan 14 08:12:01 EST 2017,0m0.060s
Sat Jan 14 08:27:01 EST 2017,0m0.058s
Sat Jan 14 08:34:01 EST 2017,0m0.068s
Sat Jan 14 08:46:01 EST 2017,0m0.073s
Sat Jan 14 08:58:01 EST 2017,0m0.059s
Sat Jan 14 09:04:01 EST 2017,0m0.056s
Sat Jan 14 09:12:01 EST 2017,0m0.072s
Sat Jan 14 09:27:01 EST 2017,0m0.074s
Sat Jan 14 09:34:01 EST 2017,0m0.092s
Sat Jan 14 09:46:01 EST 2017,0m0.078s
Sat Jan 14 09:58:01 EST 2017,0m0.068s
Sat Jan 14 10:04:01 EST 2017,0m0.058s
Sat Jan 14 10:12:02 EST 2017,0m0.061s
Sat Jan 14 10:27:01 EST 2017,0m0.090s
Sat Jan 14 10:34:01 EST 2017,0m0.076s
Sat Jan 14 10:46:02 EST 2017,0m0.065s
Sat Jan 14 10:58:01 EST 2017,0m0.075s
Sat Jan 14 11:04:01 EST 2017,0m0.093s
Sat Jan 14 11:12:01 EST 2017,0m0.064s
Sat Jan 14 11:27:01 EST 2017,0m0.077s
Sat Jan 14 11:34:01 EST 2017,0m0.062s
Sat Jan 14 11:46:01 EST 2017,0m0.064s
Sat Jan 14 11:58:01 EST 2017,0m0.069s
Sat Jan 14 12:04:01 EST 2017,0m0.061s
Sat Jan 14 12:12:01 EST 2017,0m0.056s
Sat Jan 14 12:27:01 EST 2017,0m0.068s
Sat Jan 14 12:34:01 EST 2017,0m0.066s
Sat Jan 14 12:46:01 EST 2017,0m0.074s
Sat Jan 14 12:58:01 EST 2017,0m0.063s
Sat Jan 14 13:04:01 EST 2017,0m0.077s
Sat Jan 14 13:12:01 EST 2017,0m0.049s
Sat Jan 14 13:27:01 EST 2017,0m0.053s
Sat Jan 14 13:34:01 EST 2017,0m0.078s
Sat Jan 14 13:46:01 EST 2017,0m0.060s
Sat Jan 14 13:58:02 EST 2017,0m0.057s
Sat Jan 14 14:04:01 EST 2017,0m0.061s
Sat Jan 14 14:12:01 EST 2017,0m0.071s
Sat Jan 14 14:27:01 EST 2017,0m0.059s
Sat Jan 14 14:34:01 EST 2017,0m0.070s
Sat Jan 14 14:46:01 EST 2017,0m0.058s
Sat Jan 14 14:58:01 EST 2017,0m0.056s
Sat Jan 14 15:04:02 EST 2017,0m0.071s
Sat Jan 14 15:12:01 EST 2017,0m0.063s
Sat Jan 14 15:27:01 EST 2017,0m0.058s
Sat Jan 14 15:34:02 EST 2017,0m0.069s
Sat Jan 14 15:46:06 EST 2017,0m5.060s
Sat Jan 14 15:58:01 EST 2017,0m0.068s
Sat Jan 14 16:04:01 EST 2017,0m0.063s
Sat Jan 14 16:12:01 EST 2017,0m0.077s
Sat Jan 14 16:27:01 EST 2017,0m0.069s
Sat Jan 14 16:34:02 EST 2017,0m0.051s
