time,total
Thu Feb 16 08:46:01 EST 2017,0m0.052s
Thu Feb 16 08:58:01 EST 2017,0m0.084s
Thu Feb 16 09:04:01 EST 2017,0m0.059s
Thu Feb 16 09:12:01 EST 2017,0m0.049s
Thu Feb 16 09:27:01 EST 2017,0m0.060s
Thu Feb 16 09:34:01 EST 2017,0m0.059s
Thu Feb 16 09:46:01 EST 2017,0m0.054s
Thu Feb 16 09:58:01 EST 2017,0m0.070s
Thu Feb 16 10:04:01 EST 2017,0m0.054s
Thu Feb 16 10:12:01 EST 2017,0m0.059s
Thu Feb 16 10:27:01 EST 2017,0m0.076s
Thu Feb 16 10:34:01 EST 2017,0m0.058s
Thu Feb 16 10:46:01 EST 2017,0m0.067s
Thu Feb 16 10:58:01 EST 2017,0m0.055s
Thu Feb 16 11:04:01 EST 2017,0m0.076s
Thu Feb 16 11:12:01 EST 2017,0m0.081s
Thu Feb 16 11:27:01 EST 2017,0m0.061s
Thu Feb 16 11:34:01 EST 2017,0m0.061s
Thu Feb 16 11:46:01 EST 2017,0m0.062s
Thu Feb 16 11:58:02 EST 2017,0m0.067s
Thu Feb 16 12:04:02 EST 2017,0m0.077s
Thu Feb 16 12:12:01 EST 2017,0m0.073s
Thu Feb 16 12:27:01 EST 2017,0m0.070s
Thu Feb 16 12:34:02 EST 2017,0m0.057s
Thu Feb 16 12:46:01 EST 2017,0m0.060s
Thu Feb 16 12:58:02 EST 2017,0m0.059s
Thu Feb 16 13:04:01 EST 2017,0m0.068s
Thu Feb 16 13:12:02 EST 2017,0m0.062s
Thu Feb 16 13:27:02 EST 2017,0m0.130s
Thu Feb 16 13:34:01 EST 2017,0m0.059s
Thu Feb 16 13:46:01 EST 2017,0m0.065s
Thu Feb 16 13:58:01 EST 2017,0m0.058s
Thu Feb 16 14:04:01 EST 2017,0m0.062s
Thu Feb 16 14:12:01 EST 2017,0m0.050s
Thu Feb 16 14:27:02 EST 2017,0m0.059s
Thu Feb 16 14:34:01 EST 2017,0m0.062s
Thu Feb 16 14:46:01 EST 2017,0m0.066s
Thu Feb 16 14:58:01 EST 2017,0m0.071s
Thu Feb 16 15:04:01 EST 2017,0m0.071s
Thu Feb 16 15:12:02 EST 2017,0m0.070s
Thu Feb 16 15:27:02 EST 2017,0m0.062s
Thu Feb 16 15:34:02 EST 2017,0m0.060s
Thu Feb 16 15:46:01 EST 2017,0m0.082s
Thu Feb 16 15:58:01 EST 2017,0m0.078s
Thu Feb 16 16:04:01 EST 2017,0m0.075s
Thu Feb 16 16:12:01 EST 2017,0m0.057s
Thu Feb 16 16:27:01 EST 2017,0m0.046s
Thu Feb 16 16:34:01 EST 2017,0m0.063s
Thu Feb 16 16:46:01 EST 2017,0m0.059s
Thu Feb 16 16:58:01 EST 2017,0m0.070s
Thu Feb 16 17:04:01 EST 2017,0m0.062s
Thu Feb 16 17:12:01 EST 2017,0m0.049s
Thu Feb 16 17:27:01 EST 2017,0m0.125s
Thu Feb 16 17:34:02 EST 2017,0m0.063s
Thu Feb 16 17:46:01 EST 2017,0m0.084s
Thu Feb 16 17:58:01 EST 2017,0m0.065s
Thu Feb 16 18:04:01 EST 2017,0m0.064s
Thu Feb 16 18:12:01 EST 2017,0m0.079s
Thu Feb 16 18:27:01 EST 2017,0m0.156s
Thu Feb 16 18:34:01 EST 2017,0m0.057s
Thu Feb 16 18:46:01 EST 2017,0m0.065s
Thu Feb 16 18:58:01 EST 2017,0m0.057s
Thu Feb 16 19:04:01 EST 2017,0m0.064s
Thu Feb 16 19:12:01 EST 2017,0m0.047s
Thu Feb 16 19:27:01 EST 2017,0m0.073s
Thu Feb 16 19:34:01 EST 2017,0m0.105s
Thu Feb 16 19:46:01 EST 2017,0m0.051s
Thu Feb 16 19:58:01 EST 2017,0m0.072s
Thu Feb 16 20:04:01 EST 2017,0m0.062s
Thu Feb 16 20:12:01 EST 2017,0m0.052s
Thu Feb 16 20:27:01 EST 2017,0m0.145s
Thu Feb 16 20:34:01 EST 2017,0m0.056s
Thu Feb 16 20:46:01 EST 2017,0m0.055s
Thu Feb 16 20:58:01 EST 2017,0m0.063s
Thu Feb 16 21:04:02 EST 2017,0m0.088s
Thu Feb 16 21:12:01 EST 2017,0m0.049s
Thu Feb 16 21:27:01 EST 2017,0m0.058s
Thu Feb 16 21:34:01 EST 2017,0m0.061s
Thu Feb 16 21:46:01 EST 2017,0m0.060s
Thu Feb 16 21:58:01 EST 2017,0m0.088s
Thu Feb 16 22:04:01 EST 2017,0m0.066s
Thu Feb 16 22:12:01 EST 2017,0m0.052s
Thu Feb 16 22:27:01 EST 2017,0m0.058s
Thu Feb 16 22:34:01 EST 2017,0m0.068s
Thu Feb 16 22:46:01 EST 2017,0m0.068s
Thu Feb 16 22:58:01 EST 2017,0m0.062s
Thu Feb 16 23:04:01 EST 2017,0m0.069s
Thu Feb 16 23:12:02 EST 2017,0m0.048s
Thu Feb 16 23:27:01 EST 2017,0m0.051s
Thu Feb 16 23:34:01 EST 2017,0m0.073s
Thu Feb 16 23:46:01 EST 2017,0m0.056s
Thu Feb 16 23:58:01 EST 2017,0m0.055s
Fri Feb 17 00:04:01 EST 2017,0m0.059s
Fri Feb 17 00:12:01 EST 2017,0m0.063s
Fri Feb 17 00:27:01 EST 2017,0m0.059s
Fri Feb 17 00:34:01 EST 2017,0m0.072s
Fri Feb 17 00:46:01 EST 2017,0m0.061s
Fri Feb 17 00:58:01 EST 2017,0m0.076s
Fri Feb 17 01:04:02 EST 2017,0m0.056s
Fri Feb 17 01:12:01 EST 2017,0m0.075s
Fri Feb 17 01:27:01 EST 2017,0m0.050s
Fri Feb 17 01:34:01 EST 2017,0m0.063s
Fri Feb 17 01:46:02 EST 2017,0m0.055s
Fri Feb 17 01:58:01 EST 2017,0m0.065s
Fri Feb 17 02:04:01 EST 2017,0m0.068s
Fri Feb 17 02:12:01 EST 2017,0m0.050s
Fri Feb 17 02:27:01 EST 2017,0m0.063s
Fri Feb 17 02:34:01 EST 2017,0m0.068s
Fri Feb 17 02:46:02 EST 2017,0m0.054s
Fri Feb 17 02:58:01 EST 2017,0m0.063s
Fri Feb 17 03:04:01 EST 2017,0m0.056s
Fri Feb 17 03:12:01 EST 2017,0m0.065s
Fri Feb 17 03:27:01 EST 2017,0m0.117s
Fri Feb 17 03:34:01 EST 2017,0m0.055s
Fri Feb 17 03:46:01 EST 2017,0m0.056s
Fri Feb 17 03:58:01 EST 2017,0m0.047s
Fri Feb 17 04:04:01 EST 2017,0m0.056s
Fri Feb 17 04:12:01 EST 2017,0m0.051s
Fri Feb 17 04:27:01 EST 2017,0m0.053s
Fri Feb 17 04:34:02 EST 2017,0m0.079s
Fri Feb 17 04:46:01 EST 2017,0m0.059s
Fri Feb 17 04:58:01 EST 2017,0m0.052s
Fri Feb 17 05:04:01 EST 2017,0m0.062s
Fri Feb 17 05:12:01 EST 2017,0m0.049s
Fri Feb 17 05:27:01 EST 2017,0m0.059s
Fri Feb 17 05:34:01 EST 2017,0m0.051s
Fri Feb 17 05:46:01 EST 2017,0m0.060s
Fri Feb 17 05:58:02 EST 2017,0m0.054s
Fri Feb 17 06:04:01 EST 2017,0m0.064s
Fri Feb 17 06:12:01 EST 2017,0m0.059s
Fri Feb 17 06:27:01 EST 2017,0m0.049s
Fri Feb 17 06:34:01 EST 2017,0m0.054s
Fri Feb 17 06:46:01 EST 2017,0m0.061s
Fri Feb 17 06:58:01 EST 2017,0m0.053s
Fri Feb 17 07:04:01 EST 2017,0m0.099s
Fri Feb 17 07:12:01 EST 2017,0m0.055s
Fri Feb 17 07:27:01 EST 2017,0m0.060s
Fri Feb 17 07:34:01 EST 2017,0m0.064s
Fri Feb 17 07:46:01 EST 2017,0m0.065s
Fri Feb 17 07:58:01 EST 2017,0m0.051s
Fri Feb 17 08:04:01 EST 2017,0m0.055s
Fri Feb 17 08:12:01 EST 2017,0m0.045s
Fri Feb 17 08:27:01 EST 2017,0m0.052s
Fri Feb 17 08:34:01 EST 2017,0m0.064s
Fri Feb 17 08:46:01 EST 2017,0m0.043s
Fri Feb 17 08:58:01 EST 2017,0m0.054s
Fri Feb 17 09:04:01 EST 2017,0m0.069s
Fri Feb 17 09:12:01 EST 2017,0m0.049s
Fri Feb 17 09:27:01 EST 2017,0m0.061s
Fri Feb 17 09:34:01 EST 2017,0m0.052s
Fri Feb 17 09:46:01 EST 2017,0m0.058s
Fri Feb 17 09:58:02 EST 2017,0m0.055s
Fri Feb 17 10:04:02 EST 2017,0m0.075s
Fri Feb 17 10:12:01 EST 2017,0m0.093s
Fri Feb 17 10:27:01 EST 2017,0m0.049s
Fri Feb 17 10:34:01 EST 2017,0m0.099s
Fri Feb 17 10:46:01 EST 2017,0m0.068s
Fri Feb 17 10:58:01 EST 2017,0m0.059s
Fri Feb 17 11:04:01 EST 2017,0m0.069s
Fri Feb 17 11:12:01 EST 2017,0m0.054s
Fri Feb 17 11:27:01 EST 2017,0m0.051s
Fri Feb 17 11:34:01 EST 2017,0m0.065s
Fri Feb 17 11:46:01 EST 2017,0m0.045s
Fri Feb 17 11:58:01 EST 2017,0m0.052s
Fri Feb 17 12:04:01 EST 2017,0m0.056s
Fri Feb 17 12:12:01 EST 2017,0m0.061s
Fri Feb 17 12:27:01 EST 2017,0m0.046s
Fri Feb 17 12:34:01 EST 2017,0m0.059s
Fri Feb 17 12:46:01 EST 2017,0m0.056s
Fri Feb 17 12:58:01 EST 2017,0m0.053s
Fri Feb 17 13:04:01 EST 2017,0m0.067s
Fri Feb 17 13:12:01 EST 2017,0m0.056s
Fri Feb 17 13:27:01 EST 2017,0m0.064s
Fri Feb 17 13:34:01 EST 2017,0m0.054s
Fri Feb 17 13:46:01 EST 2017,0m0.050s
Fri Feb 17 13:58:01 EST 2017,0m0.051s
Fri Feb 17 14:04:01 EST 2017,0m0.058s
Fri Feb 17 14:12:01 EST 2017,0m0.051s
Fri Feb 17 14:27:01 EST 2017,0m0.049s
Fri Feb 17 14:34:01 EST 2017,0m0.052s
Fri Feb 17 14:46:01 EST 2017,0m0.054s
Fri Feb 17 14:58:01 EST 2017,0m0.062s
Fri Feb 17 15:04:01 EST 2017,0m0.081s
Fri Feb 17 15:12:01 EST 2017,0m0.051s
Fri Feb 17 15:27:01 EST 2017,0m0.055s
Fri Feb 17 15:34:01 EST 2017,0m0.058s
Fri Feb 17 15:46:01 EST 2017,0m0.048s
Fri Feb 17 15:58:01 EST 2017,0m0.057s
Fri Feb 17 16:04:01 EST 2017,0m0.053s
Fri Feb 17 16:12:01 EST 2017,0m0.055s
Fri Feb 17 16:27:01 EST 2017,0m0.059s
Fri Feb 17 16:34:01 EST 2017,0m0.063s
Fri Feb 17 16:46:01 EST 2017,0m0.067s
Fri Feb 17 16:58:01 EST 2017,0m0.057s
Fri Feb 17 17:04:01 EST 2017,0m0.054s
Fri Feb 17 17:12:01 EST 2017,0m0.081s
Fri Feb 17 17:27:01 EST 2017,0m0.049s
Fri Feb 17 17:34:02 EST 2017,0m0.065s
Fri Feb 17 17:46:01 EST 2017,0m0.049s
Fri Feb 17 17:58:01 EST 2017,0m0.066s
Fri Feb 17 18:04:06 EST 2017,0m5.053s
Fri Feb 17 18:12:01 EST 2017,0m0.053s
Fri Feb 17 18:27:01 EST 2017,0m0.048s
Fri Feb 17 18:34:01 EST 2017,0m0.060s
Fri Feb 17 18:46:01 EST 2017,0m0.058s
Fri Feb 17 18:58:01 EST 2017,0m0.055s
Fri Feb 17 19:04:01 EST 2017,0m0.061s
Fri Feb 17 19:12:01 EST 2017,0m0.049s
Fri Feb 17 19:27:01 EST 2017,0m0.057s
Fri Feb 17 19:34:01 EST 2017,0m0.054s
Fri Feb 17 19:46:01 EST 2017,0m0.071s
Fri Feb 17 19:58:01 EST 2017,0m0.070s
Fri Feb 17 20:04:01 EST 2017,0m0.086s
Fri Feb 17 20:12:01 EST 2017,0m0.041s
Fri Feb 17 20:27:01 EST 2017,0m0.047s
Fri Feb 17 20:34:01 EST 2017,0m0.050s
Fri Feb 17 20:46:01 EST 2017,0m0.048s
Fri Feb 17 20:58:01 EST 2017,0m0.053s
Fri Feb 17 21:04:01 EST 2017,0m0.046s
Fri Feb 17 21:12:01 EST 2017,0m0.054s
Fri Feb 17 21:27:02 EST 2017,0m0.064s
Fri Feb 17 21:34:01 EST 2017,0m0.060s
Fri Feb 17 21:46:01 EST 2017,0m0.051s
Fri Feb 17 21:58:01 EST 2017,0m0.053s
Fri Feb 17 22:04:01 EST 2017,0m0.051s
Fri Feb 17 22:12:01 EST 2017,0m0.046s
Fri Feb 17 22:27:01 EST 2017,0m0.055s
Fri Feb 17 22:34:01 EST 2017,0m0.051s
Fri Feb 17 22:46:01 EST 2017,0m0.057s
Fri Feb 17 22:58:01 EST 2017,0m0.046s
Fri Feb 17 23:04:02 EST 2017,0m0.059s
Fri Feb 17 23:12:02 EST 2017,0m0.046s
Fri Feb 17 23:27:01 EST 2017,0m0.049s
Fri Feb 17 23:34:01 EST 2017,0m0.069s
Fri Feb 17 23:46:01 EST 2017,0m0.064s
Fri Feb 17 23:58:02 EST 2017,0m0.058s
Sat Feb 18 00:04:02 EST 2017,0m0.060s
Sat Feb 18 00:12:01 EST 2017,0m0.044s
Sat Feb 18 00:27:01 EST 2017,0m0.060s
Sat Feb 18 00:34:01 EST 2017,0m0.057s
Sat Feb 18 00:46:01 EST 2017,0m0.061s
Sat Feb 18 00:58:01 EST 2017,0m0.075s
Sat Feb 18 01:04:01 EST 2017,0m0.066s
Sat Feb 18 01:12:01 EST 2017,0m0.049s
Sat Feb 18 01:27:02 EST 2017,0m0.055s
Sat Feb 18 01:34:01 EST 2017,0m0.061s
Sat Feb 18 01:46:01 EST 2017,0m0.053s
Sat Feb 18 01:58:01 EST 2017,0m0.052s
Sat Feb 18 02:04:01 EST 2017,0m0.055s
Sat Feb 18 02:12:01 EST 2017,0m0.057s
Sat Feb 18 02:27:01 EST 2017,0m0.053s
Sat Feb 18 02:34:01 EST 2017,0m0.054s
Sat Feb 18 02:46:01 EST 2017,0m0.050s
Sat Feb 18 02:58:01 EST 2017,0m0.051s
Sat Feb 18 03:04:01 EST 2017,0m0.065s
Sat Feb 18 03:12:01 EST 2017,0m0.047s
Sat Feb 18 03:27:01 EST 2017,0m0.058s
Sat Feb 18 03:34:01 EST 2017,0m0.081s
Sat Feb 18 03:46:01 EST 2017,0m0.047s
Sat Feb 18 03:58:01 EST 2017,0m0.050s
Sat Feb 18 04:04:01 EST 2017,0m0.053s
Sat Feb 18 04:12:01 EST 2017,0m0.047s
Sat Feb 18 04:27:01 EST 2017,0m0.060s
Sat Feb 18 04:34:01 EST 2017,0m0.055s
Sat Feb 18 04:46:01 EST 2017,0m0.059s
Sat Feb 18 04:58:01 EST 2017,0m0.070s
Sat Feb 18 05:04:01 EST 2017,0m0.055s
Sat Feb 18 05:12:01 EST 2017,0m0.052s
Sat Feb 18 05:27:01 EST 2017,0m0.050s
Sat Feb 18 05:34:01 EST 2017,0m0.060s
Sat Feb 18 05:46:01 EST 2017,0m0.049s
Sat Feb 18 05:58:01 EST 2017,0m0.047s
Sat Feb 18 06:04:01 EST 2017,0m0.065s
Sat Feb 18 06:12:01 EST 2017,0m0.044s
Sat Feb 18 06:27:01 EST 2017,0m0.051s
Sat Feb 18 06:34:01 EST 2017,0m0.046s
Sat Feb 18 06:46:01 EST 2017,0m0.046s
Sat Feb 18 06:58:01 EST 2017,0m0.073s
Sat Feb 18 07:04:01 EST 2017,0m0.058s
Sat Feb 18 07:12:01 EST 2017,0m0.054s
Sat Feb 18 07:27:01 EST 2017,0m0.059s
Sat Feb 18 07:34:01 EST 2017,0m0.056s
Sat Feb 18 07:46:01 EST 2017,0m0.042s
Sat Feb 18 07:58:01 EST 2017,0m0.062s
Sat Feb 18 08:04:01 EST 2017,0m0.062s
Sat Feb 18 08:12:01 EST 2017,0m0.226s
Sat Feb 18 08:27:02 EST 2017,0m1.034s
Sat Feb 18 08:34:02 EST 2017,0m0.510s
Sat Feb 18 08:46:01 EST 2017,0m0.061s
Sat Feb 18 08:58:01 EST 2017,0m0.042s
Sat Feb 18 09:04:01 EST 2017,0m0.055s
Sat Feb 18 09:12:01 EST 2017,0m0.048s
Sat Feb 18 09:27:01 EST 2017,0m0.071s
Sat Feb 18 09:34:01 EST 2017,0m0.060s
Sat Feb 18 09:46:01 EST 2017,0m0.057s
Sat Feb 18 09:58:01 EST 2017,0m0.041s
Sat Feb 18 10:04:01 EST 2017,0m0.072s
Sat Feb 18 10:12:01 EST 2017,0m0.047s
Sat Feb 18 10:27:01 EST 2017,0m0.051s
Sat Feb 18 10:34:01 EST 2017,0m0.056s
Sat Feb 18 10:46:01 EST 2017,0m0.042s
Sat Feb 18 10:58:01 EST 2017,0m0.058s
Sat Feb 18 11:04:01 EST 2017,0m0.059s
Sat Feb 18 11:12:01 EST 2017,0m0.050s
Sat Feb 18 11:27:01 EST 2017,0m0.048s
Sat Feb 18 11:34:01 EST 2017,0m0.054s
Sat Feb 18 11:46:01 EST 2017,0m0.044s
Sat Feb 18 11:58:01 EST 2017,0m0.056s
Sat Feb 18 12:04:01 EST 2017,0m0.055s
Sat Feb 18 12:12:01 EST 2017,0m0.047s
Sat Feb 18 12:27:01 EST 2017,0m0.055s
Sat Feb 18 12:34:01 EST 2017,0m0.057s
Sat Feb 18 12:46:02 EST 2017,0m0.062s
Sat Feb 18 12:58:01 EST 2017,0m0.045s
Sat Feb 18 13:04:01 EST 2017,0m0.057s
Sat Feb 18 13:12:01 EST 2017,0m0.045s
Sat Feb 18 13:27:01 EST 2017,0m0.054s
Sat Feb 18 13:34:01 EST 2017,0m0.064s
Sat Feb 18 13:46:01 EST 2017,0m0.058s
Sat Feb 18 13:58:01 EST 2017,0m0.070s
Sat Feb 18 14:04:01 EST 2017,0m0.067s
Sat Feb 18 14:12:01 EST 2017,0m0.055s
Sat Feb 18 14:27:01 EST 2017,0m0.045s
Sat Feb 18 14:34:01 EST 2017,0m0.052s
Sat Feb 18 14:46:01 EST 2017,0m0.047s
Sat Feb 18 14:58:01 EST 2017,0m0.047s
Sat Feb 18 15:04:01 EST 2017,0m0.070s
Sat Feb 18 15:12:01 EST 2017,0m0.050s
Sat Feb 18 15:27:01 EST 2017,0m0.048s
Sat Feb 18 15:34:01 EST 2017,0m0.078s
Sat Feb 18 15:46:01 EST 2017,0m0.048s
Sat Feb 18 15:58:01 EST 2017,0m0.046s
Sat Feb 18 16:04:01 EST 2017,0m0.064s
Sat Feb 18 16:12:01 EST 2017,0m0.054s
Sat Feb 18 16:27:01 EST 2017,0m0.043s
Sat Feb 18 16:34:01 EST 2017,0m0.055s
Sat Feb 18 16:46:01 EST 2017,0m0.047s
Sat Feb 18 16:58:01 EST 2017,0m0.052s
Sat Feb 18 17:04:01 EST 2017,0m0.072s
Sat Feb 18 17:12:01 EST 2017,0m0.055s
Sat Feb 18 17:27:01 EST 2017,0m0.048s
Sat Feb 18 17:34:01 EST 2017,0m0.068s
Sat Feb 18 17:46:01 EST 2017,0m0.052s
Sat Feb 18 17:58:01 EST 2017,0m0.051s
Sat Feb 18 18:04:01 EST 2017,0m0.054s
Sat Feb 18 18:12:01 EST 2017,0m0.052s
Sat Feb 18 18:27:01 EST 2017,0m0.055s
Sat Feb 18 18:34:01 EST 2017,0m0.070s
Sat Feb 18 18:46:01 EST 2017,0m0.067s
Sat Feb 18 18:58:01 EST 2017,0m0.069s
Sat Feb 18 19:04:01 EST 2017,0m0.053s
Sat Feb 18 19:12:01 EST 2017,0m0.067s
Sat Feb 18 19:27:01 EST 2017,0m0.052s
Sat Feb 18 19:34:01 EST 2017,0m0.055s
Sat Feb 18 19:46:01 EST 2017,0m0.066s
Sat Feb 18 19:58:01 EST 2017,0m0.102s
Sat Feb 18 20:04:01 EST 2017,0m0.054s
Sat Feb 18 20:12:02 EST 2017,0m0.058s
Sat Feb 18 20:27:01 EST 2017,0m0.049s
Sat Feb 18 20:34:01 EST 2017,0m0.070s
Sat Feb 18 20:46:01 EST 2017,0m0.062s
Sat Feb 18 20:58:01 EST 2017,0m0.054s
Sat Feb 18 21:04:01 EST 2017,0m0.052s
Sat Feb 18 21:12:01 EST 2017,0m0.047s
Sat Feb 18 21:27:01 EST 2017,0m0.058s
Sat Feb 18 21:34:01 EST 2017,0m0.060s
Sat Feb 18 21:46:01 EST 2017,0m0.055s
Sat Feb 18 21:58:01 EST 2017,0m0.055s
Sat Feb 18 22:04:01 EST 2017,0m0.045s
Sat Feb 18 22:12:01 EST 2017,0m0.047s
Sat Feb 18 22:27:01 EST 2017,0m0.048s
Sat Feb 18 22:34:01 EST 2017,0m0.079s
Sat Feb 18 22:46:01 EST 2017,0m0.064s
Sat Feb 18 22:58:01 EST 2017,0m0.055s
Sat Feb 18 23:04:01 EST 2017,0m0.060s
Sat Feb 18 23:12:02 EST 2017,0m0.046s
Sat Feb 18 23:27:01 EST 2017,0m0.056s
Sat Feb 18 23:34:01 EST 2017,0m0.070s
Sat Feb 18 23:46:01 EST 2017,0m0.047s
Sat Feb 18 23:58:01 EST 2017,0m0.057s
Sun Feb 19 00:04:01 EST 2017,0m0.057s
Sun Feb 19 00:12:01 EST 2017,0m0.055s
Sun Feb 19 00:27:01 EST 2017,0m0.058s
Sun Feb 19 00:34:01 EST 2017,0m0.081s
Sun Feb 19 00:46:01 EST 2017,0m0.045s
Sun Feb 19 00:58:02 EST 2017,0m0.065s
Sun Feb 19 01:04:01 EST 2017,0m0.055s
Sun Feb 19 01:12:01 EST 2017,0m0.050s
Sun Feb 19 01:27:01 EST 2017,0m0.049s
Sun Feb 19 01:34:01 EST 2017,0m0.066s
Sun Feb 19 01:46:01 EST 2017,0m0.048s
Sun Feb 19 01:58:01 EST 2017,0m0.094s
Sun Feb 19 02:04:01 EST 2017,0m0.063s
Sun Feb 19 02:12:01 EST 2017,0m0.052s
Sun Feb 19 02:27:01 EST 2017,0m0.065s
Sun Feb 19 02:34:01 EST 2017,0m0.068s
Sun Feb 19 02:46:01 EST 2017,0m0.054s
Sun Feb 19 02:58:02 EST 2017,0m0.048s
Sun Feb 19 03:04:01 EST 2017,0m0.054s
Sun Feb 19 03:12:01 EST 2017,0m0.052s
Sun Feb 19 03:27:01 EST 2017,0m0.051s
Sun Feb 19 03:34:01 EST 2017,0m0.046s
Sun Feb 19 03:46:01 EST 2017,0m0.096s
Sun Feb 19 03:58:01 EST 2017,0m0.055s
Sun Feb 19 04:04:01 EST 2017,0m0.057s
Sun Feb 19 04:12:01 EST 2017,0m0.051s
Sun Feb 19 04:27:01 EST 2017,0m0.051s
Sun Feb 19 04:34:01 EST 2017,0m0.062s
Sun Feb 19 04:46:01 EST 2017,0m0.047s
Sun Feb 19 04:58:01 EST 2017,0m0.058s
Sun Feb 19 05:04:01 EST 2017,0m0.058s
Sun Feb 19 05:12:01 EST 2017,0m0.052s
Sun Feb 19 05:27:01 EST 2017,0m0.050s
Sun Feb 19 05:34:01 EST 2017,0m0.066s
Sun Feb 19 05:46:01 EST 2017,0m0.071s
Sun Feb 19 05:58:01 EST 2017,0m0.067s
Sun Feb 19 06:04:01 EST 2017,0m0.049s
Sun Feb 19 06:12:01 EST 2017,0m0.049s
Sun Feb 19 06:27:01 EST 2017,0m0.066s
Sun Feb 19 06:34:01 EST 2017,0m0.062s
Sun Feb 19 06:46:01 EST 2017,0m0.048s
Sun Feb 19 06:58:01 EST 2017,0m0.058s
Sun Feb 19 07:04:01 EST 2017,0m0.052s
Sun Feb 19 07:12:01 EST 2017,0m0.056s
Sun Feb 19 07:27:01 EST 2017,0m0.051s
Sun Feb 19 07:34:01 EST 2017,0m0.066s
Sun Feb 19 07:46:01 EST 2017,0m0.068s
Sun Feb 19 07:58:01 EST 2017,0m0.065s
Sun Feb 19 08:04:01 EST 2017,0m0.056s
Sun Feb 19 08:12:01 EST 2017,0m0.053s
Sun Feb 19 08:27:01 EST 2017,0m0.059s
Sun Feb 19 08:34:01 EST 2017,0m0.047s
Sun Feb 19 08:46:01 EST 2017,0m0.056s
Sun Feb 19 08:58:02 EST 2017,0m0.048s
Sun Feb 19 09:04:01 EST 2017,0m0.070s
Sun Feb 19 09:12:01 EST 2017,0m0.051s
Sun Feb 19 09:27:01 EST 2017,0m0.047s
Sun Feb 19 09:34:01 EST 2017,0m0.064s
Sun Feb 19 09:46:01 EST 2017,0m0.058s
Sun Feb 19 09:58:01 EST 2017,0m0.065s
Sun Feb 19 10:04:01 EST 2017,0m0.058s
Sun Feb 19 10:12:01 EST 2017,0m0.065s
Sun Feb 19 10:27:02 EST 2017,0m0.058s
Sun Feb 19 10:34:02 EST 2017,0m0.055s
Sun Feb 19 10:46:01 EST 2017,0m0.054s
Sun Feb 19 10:58:01 EST 2017,0m0.053s
Sun Feb 19 11:04:02 EST 2017,0m0.056s
Sun Feb 19 11:12:01 EST 2017,0m0.052s
Sun Feb 19 11:27:01 EST 2017,0m0.047s
Sun Feb 19 11:34:01 EST 2017,0m0.046s
Sun Feb 19 11:46:02 EST 2017,0m0.053s
Sun Feb 19 11:58:01 EST 2017,0m0.053s
Sun Feb 19 12:04:01 EST 2017,0m0.056s
Sun Feb 19 12:12:01 EST 2017,0m0.050s
Sun Feb 19 12:27:02 EST 2017,0m0.377s
Sun Feb 19 12:34:01 EST 2017,0m0.053s
Sun Feb 19 12:46:01 EST 2017,0m0.054s
Sun Feb 19 12:58:01 EST 2017,0m0.058s
Sun Feb 19 13:04:01 EST 2017,0m0.054s
Sun Feb 19 13:12:01 EST 2017,0m0.058s
Sun Feb 19 13:27:01 EST 2017,0m0.051s
Sun Feb 19 13:34:01 EST 2017,0m0.216s
Sun Feb 19 13:46:01 EST 2017,0m0.066s
Sun Feb 19 13:58:01 EST 2017,0m0.055s
Sun Feb 19 14:04:01 EST 2017,0m0.074s
Sun Feb 19 14:12:01 EST 2017,0m0.047s
Sun Feb 19 14:27:01 EST 2017,0m0.065s
Sun Feb 19 14:34:01 EST 2017,0m0.066s
Sun Feb 19 14:46:01 EST 2017,0m0.070s
Sun Feb 19 14:58:01 EST 2017,0m0.059s
Sun Feb 19 15:04:01 EST 2017,0m0.046s
Sun Feb 19 15:12:01 EST 2017,0m0.056s
Sun Feb 19 15:27:01 EST 2017,0m0.114s
Sun Feb 19 15:34:01 EST 2017,0m0.096s
Sun Feb 19 15:46:01 EST 2017,0m0.065s
Sun Feb 19 15:58:01 EST 2017,0m0.061s
Sun Feb 19 16:04:01 EST 2017,0m0.060s
Sun Feb 19 16:12:02 EST 2017,0m0.272s
Sun Feb 19 16:27:01 EST 2017,0m0.048s
Sun Feb 19 16:34:01 EST 2017,0m0.055s
Sun Feb 19 16:46:01 EST 2017,0m0.064s
Sun Feb 19 16:58:01 EST 2017,0m0.054s
Sun Feb 19 17:04:01 EST 2017,0m0.051s
Sun Feb 19 17:12:01 EST 2017,0m0.049s
Sun Feb 19 17:27:01 EST 2017,0m0.052s
Sun Feb 19 17:34:01 EST 2017,0m0.059s
Sun Feb 19 17:46:02 EST 2017,0m0.108s
Sun Feb 19 17:58:01 EST 2017,0m0.054s
Sun Feb 19 18:04:01 EST 2017,0m0.052s
Sun Feb 19 18:12:01 EST 2017,0m0.053s
Sun Feb 19 18:27:01 EST 2017,0m0.049s
Sun Feb 19 18:34:02 EST 2017,0m0.049s
Sun Feb 19 18:46:01 EST 2017,0m0.051s
Sun Feb 19 18:58:01 EST 2017,0m0.059s
Sun Feb 19 19:04:01 EST 2017,0m0.070s
Sun Feb 19 19:12:01 EST 2017,0m0.045s
Sun Feb 19 19:27:02 EST 2017,0m0.053s
Sun Feb 19 19:34:01 EST 2017,0m0.058s
Sun Feb 19 19:46:01 EST 2017,0m0.054s
